case_number,lawsuit_url,documents_listed_count,documents_with_gcs_url
850606/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=s5ICGM7EBNyqvAqygBixWg==&display=all&courtType=New York County Supreme Court&resultsPageNum=22,7,0
850607/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bs_PLUS_a0b2TMuHC6v5kmUOQEg==&display=all&courtType=New York County Supreme Court&resultsPageNum=22,23,0
850608/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=TJRgVcGerJGzUBDfJyE_PLUS_OA==&display=all&courtType=New York County Supreme Court&resultsPageNum=22,13,0
91875,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=/x8i2MzzSCSe7YqXLB/kvg==&display=all&courtType=Cattaraugus County Supreme Court&resultsPageNum=23,51,0
94933,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=fd3Hdd9_PLUS_HcfkaJB0gNmb5A==&display=all&courtType=Cattaraugus County Supreme Court&resultsPageNum=23,7,0
CV-22-2108,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=U7rfQYsS9dZ0YkJMtmrEsA==&display=all&courtType=Appellate Division - 3rd Dept&resultsPageNum=23,5,0
CV-23-1750,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=F1nq9_PLUS_Yg0/8tHnqoIt8chQ==&display=all&courtType=Appellate Division - 3rd Dept&resultsPageNum=23,5,0
CV-23-2143,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=9iPD8cL0d3U8koagH84WtA==&display=all&courtType=Appellate Division - 3rd Dept&resultsPageNum=23,14,0
CV-24-0599,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=6oJ0X4tvCpF6VECldPpcWg==&display=all&courtType=Appellate Division - 3rd Dept&resultsPageNum=23,12,0
CV-25-0273,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=zScYkzO3xu3nLQL3xIBY3w==&display=all&courtType=Appellate Division - 3rd Dept&resultsPageNum=23,35,0
E2019-1122,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=AmkP5oaDyIqXlKa50AVwVw==&display=all&courtType=Sullivan County Supreme Court&resultsPageNum=23,46,0
E2019-1820,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=kv45C1FGXUSejNjK1YlsjA==&display=all&courtType=Sullivan County Supreme Court&resultsPageNum=23,75,0
E2019-368,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=7EN8y5VvRSEPfWSI0N8KaA==&display=all&courtType=Sullivan County Supreme Court&resultsPageNum=23,109,0
E2019-369,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=FoniqsQx3Tzy_PLUS_HiAHNm_PLUS_nQ==&display=all&courtType=Sullivan County Supreme Court&resultsPageNum=23,357,0
E2021-1568,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=gEFiFlIJBCJWT5nLyl0MGQ==&display=all&courtType=Sullivan County Supreme Court&resultsPageNum=23,64,0
E2021-610,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=UvWtTz3FIiSP/8_PLUS_vGlEhRg==&display=all&courtType=Sullivan County Supreme Court&resultsPageNum=23,23,0
E2021-611,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=6DkR8n/Q0shug3Z1jW8jiw==&display=all&courtType=Sullivan County Supreme Court&resultsPageNum=23,25,0
E2021-612,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=JA1xE3syqlX0d_PLUS_3wj04WxA==&display=all&courtType=Sullivan County Supreme Court&resultsPageNum=23,25,0
E2021-767,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=v2q1kLyGtxkBrXd4rCxb3w==&display=all&courtType=Sullivan County Supreme Court&resultsPageNum=23,21,0
E2022-1428,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=QUkcJDuZDYeLEvmsJTKz0Q==&display=all&courtType=Sullivan County Supreme Court&resultsPageNum=23,125,0
E2022-885,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=h4Rr4T/sYLRMvwRs4yeoJw==&display=all&courtType=Sullivan County Supreme Court&resultsPageNum=23,3,0
E2024-1194,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=aAVGNY75HviI56jFXwGCYQ==&display=all&courtType=Sullivan County Supreme Court&resultsPageNum=23,3,0
E2024-559,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=SV_PLUS_iFxt//g5Skfe7OFa8KA==&display=all&courtType=Sullivan County Supreme Court&resultsPageNum=23,14,0
E2025005107,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=7_PLUS_GqlM6Fvm7gO_PLUS_W_PLUS__PLUS_sBERw==&display=all&courtType=Monroe County Supreme Court&resultsPageNum=23,12,0
E2025010226,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=TTD4PjvrpubxoTuHYn1XaA==&display=all&courtType=Monroe County Supreme Court&resultsPageNum=23,10,0
E2025028205,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=2oRntI9MuEmbnzCBTFb9Vw==&display=all&courtType=Monroe County Supreme Court&resultsPageNum=23,9,0
EC2024-36843,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=1a1Qkdxg7/17cSE1AfJmww==&display=all&courtType=Washington County Supreme Court&resultsPageNum=23,4,0
EF001829-2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=z_PLUS_4kxu351uKZZeE0Tio2gg==&display=all&courtType=Orange County Supreme Court&resultsPageNum=23,68,0
EF006984-2019,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=LH_PLUS_9GcFCN4YiMipYL/nunA==&display=all&courtType=Orange County Supreme Court&resultsPageNum=24,8,0
EF007427-2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=zXOvevSc9l42UZ7JOFQB8w==&display=all&courtType=Orange County Supreme Court&resultsPageNum=24,2,0
EK12021001589,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=RNBopxWm6Lj_PLUS_sqcqvlc2UA==&display=all&courtType=Chautauqua County Supreme Court&resultsPageNum=24,6,0
EK12022000669,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=zJaSFElSh7kGrcLCzoQ4yA==&display=all&courtType=Chautauqua County Supreme Court&resultsPageNum=24,18,0
530699/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=5CiJPiGCGBuHGmma9OZQtQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,1,0
652127/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=skU_PLUS_pozj9rcl/OBC/flv_PLUS_w==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,63,0
092117/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=yWPqxHNGOhutZ6ahGkandA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,2,0
613535/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=SguJ0ZZTD3t9k4i7CrXq1w==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=1,13,0
007430/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=n_PLUS_kR_PLUS_Ndk2QrpXAuQzbGWCw==&display=all&courtType=Onondaga County Supreme Court&resultsPageNum=1,5,0
019066/2011,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=aREfkjgHyG1kRDJibNWWkQ==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=1,8,0
065608/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=7dRQIJ/pT_PLUS_a/r1XfJ3q4sA==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=1,23,0
115982/2009,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=D2FqHRxxFVmFP1CTaaNEgg==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,8,0
150290/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=LJEXyXD26AtBmwzuzAAseA==&display=all&courtType=Richmond County Supreme Court&resultsPageNum=1,49,0
150554/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ddQcT9j6IPSKx6E5VjpN5g==&display=all&courtType=Richmond County Supreme Court&resultsPageNum=1,14,0
150577/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=laTvGcpJ2y3IvsUcuRPszw==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,23,0
150751/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=XL2hQgjxlupGpA6m6e/g9w==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,100,0
151001/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=JSAaLhhsYnNcop9TjoT6eg==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,64,0
151027/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=oNrmHhIgDfXrfX3EvNR_PLUS_ZA==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,4,0
151177/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=R_PLUS_uHOUUiQd1FvTS6ki9f8Q==&display=all&courtType=Richmond County Supreme Court&resultsPageNum=1,11,0
151408/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Qi96ksA_PLUS_Rgsd_PLUS_FsVV8DEtQ==&display=all&courtType=Richmond County Supreme Court&resultsPageNum=1,17,0
152007/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=fDsL_PLUS_1cYUZ62iLWejrj05Q==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,50,0
152320/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=_PLUS_Avcp5eq9cbOP83I9dcO7g==&display=all&courtType=Richmond County Supreme Court&resultsPageNum=1,16,0
153041/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=r2uDirZfYcEn/bshwV965Q==&display=all&courtType=Richmond County Supreme Court&resultsPageNum=1,34,0
153754/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=C/5fBZolNpsmr46WIEo0Sg==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,63,0
154663/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=aSm4aHWBKoqgRMVpN9i16A==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,148,0
157092/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=wDjJQZxS7YyDba17inf3hQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,46,0
157588/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=SInujplycMGzohbF/_PLUS_W0XA==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,102,0
157636/2012,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=gNHn58Wl46f_PLUS_MM0KLiUo5Q==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,79,0
157719/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=2_PLUS_1MLvcFyW80EA4Uq92jrw==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,11,0
158561/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=XuH4qmpIQ0Tybzfh0PP3zg==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,11,0
158611/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=W_PLUS_TFRXEijg3bfFAML0sLTw==&display=all&courtType=New York County Supreme Court&resultsPageNum=2,6,0
158985/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=LgHV8Gujfc7zpO1OaDpuMw==&display=all&courtType=New York County Supreme Court&resultsPageNum=2,17,0
159748/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=E8JFKzf3_PLUS_pnb5f7HJ3CWzg==&display=all&courtType=New York County Supreme Court&resultsPageNum=2,50,0
159937/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=h7UsEzot2xoOm2dxL8ESMQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=2,15,0
160881/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=VYZNfAjT5ph9lKTDMog6Og==&display=all&courtType=New York County Supreme Court&resultsPageNum=2,130,0
20210/2012E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Pf5kv/RqUqlxEmydI3JJpQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=2,28,0
2022-07394,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=k6tSli1zo0XFQBr4LGMIaQ==&display=all&courtType=Appellate Division - 2nd Dept&resultsPageNum=2,20,0
2023-01666,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=6kV4oYLEZRnC8cN2TmP5Lg==&display=all&courtType=Appellate Division - 2nd Dept&resultsPageNum=2,10,0
2024-01747,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=aqo3I8t4VcErddd4WJPs6A==&display=all&courtType=Appellate Division - 1st Dept&resultsPageNum=2,4,0
2024-05969,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=i2SangfZS11wuynaG3CNRQ==&display=all&courtType=Appellate Division - 1st Dept&resultsPageNum=2,9,0
2026-00733,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=I/SzU6B9v/fbCwq0a590ww==&display=all&courtType=Appellate Division - 1st Dept&resultsPageNum=2,2,0
2026-04763,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=IPUsVXcrCw5YF0hsHDiXWQ==&display=all&courtType=Appellate Division - 2nd Dept&resultsPageNum=2,2,0
207070/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=PS9ngdgifI33DepNPkvFAQ==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=2,28,0
32618/2018E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=jTn9ZHGjEDIM67J4WHDl9Q==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=2,82,0
36203/2017E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=aWhFGT4WgyVSj7Rhss9TcA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=2,5,0
403766/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=dFtLrqbdINFGyt/kuyACmA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=2,2,0
407007/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=nfVCQMLjQNS0Hm9kLtEDMQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=2,2,0
450477/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=PXAe09wfQFUjqQyeBFwp0w==&display=all&courtType=New York County Supreme Court&resultsPageNum=2,38,0
451315/2008,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=UKsBm5lsK0vjG7rbVhmlrw==&display=all&courtType=New York County Supreme Court&resultsPageNum=2,3,0
500610/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=GHS0t1VIcTw8N8WEsKtzsg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=2,29,0
500855/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ttrNZwbo5uv3tTnYsoXB4Q==&display=all&courtType=Kings County Supreme Court&resultsPageNum=2,30,0
501465/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=txHYBDaWCijY9e9ek0Kz3g==&display=all&courtType=Kings County Supreme Court&resultsPageNum=2,49,0
503207/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=gaNl9PkjJT7_PLUS_p8qIXFCtHg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=2,148,0
504711/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=DJkpqJiHYXr3gJn3fBqeDA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=2,22,0
506830/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=lM5lDo_PLUS_7K91TGILXVBvARw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=2,95,0
507208/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=uMn1WXWhDzzdhN0/_PLUS_CUJ7A==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,19,0
508452/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=7DlqwSLl0KvGQLwjl31WHw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,100,0
509081/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=qUM1B9aymHyzrPMfRYfkzw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,28,0
509412/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Ji4pJV9yJrlAOQ6LBrNKSw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,10,0
509806/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=2No4JFb9CYxcdMIpDMl/Dg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,80,0
510265/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Y7qML9exLHJPl_PLUS_M6wgvqvA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,87,0
510458/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=gB9W2wJrNiAhyF3ZWPGkcg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,63,0
511533/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=lqBZ33XSU1pI7Bbc016igA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,26,0
511547/2016,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=_PLUS_XRpOTReJQS4l7pDoKQiGw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,7,0
512160/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NFZ81ZakDcxMIsbUg/DgCw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,12,0
512428/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=AhdKD/PxnqGHQ8BIAs_PLUS_K5A==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,10,0
513530/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=KlDcCKR54bZ8XVeTHnU6yA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,25,0
513628/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ij9yMJTBVyI831FV0Cdayg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,8,0
515277/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=P4BubwklXmcZzdk7pjkiaA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,55,0
515324/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=7Op573KA7KPEHltlzyEvMw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,23,0
516605/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=F6Aqg9yXzXU2ol2tfJbxEA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,27,0
517789/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=lgBoMJhlN0Xqjq4XQF6HBg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,36,0
518541/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Ar6gLH4A9olZXMDEYEI4uQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,3,0
518824/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=iUlPnH9sqoi6ckUJ5fskow==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,27,0
520045/2016,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=pFZuSwL1aPN0vmneOpaozw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,64,0
521271/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=hP0/iPzNZuJz13PAW7C8PQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,112,0
521538/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=PgHavvxqs5j7MaWmNQ8hVw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,79,0
521854/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=IyxkuU6VMPsg2CWYCe3udQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,43,0
523776/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=AdJbZeu1Y5pCkugw_PLUS_dWLpw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=3,29,0
523969/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=B5x0gs3a/TfxdTTHKMf6Sg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,19,0
524411/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bsXsuH3vqMoQhsiMV2zcnA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,21,0
525161/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=y/31MsIn_PLUS_C13bM7OqKe5dA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,6,0
526595/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=A0XH7a7xk9MKrkefALBOqw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,8,0
527369/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=KHzH7p6XT8RiCp9D5F8JJw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,30,0
528163/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=PnlWjjZv5HGtVhEzghL46Q==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,22,0
528241/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Y1EPBkcBwWwvEei4A/LfLg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,9,0
528508/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=feDt7BV2KK9/UOvKqaNrhw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,9,0
530953/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bysQpeEK6bA89Dg9i2PK4A==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,42,0
531728/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=FE_PLUS_QdDoWQyDMtgYHx75ZIA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,11,0
532418/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Zg_PLUS_Pe3zdrjXFDkVvtq2gag==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,1,0
532952/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=RYxgpT1JgrM9cnxK/0I0iA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,28,0
533278/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=VbMFtitBPxHI7YA26h0xuw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,2,0
535120/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=PNcrLrZC_PLUS_ttGUXTuG60Ezg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,7,0
535671/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=dO2Uv4Ab9el2q0R1UMQkCQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,9,0
536492/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=f1oGlvuxgwYgN66/65obaQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,5,0
536905/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=tELjKcxr0XaPN38VBgOICQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,18,0
537007/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=4nXiXqYNUeub71EsSDi5FQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,5,0
537329/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=SbWMtdb3wMWq59rC25PwtA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,209,0
537343/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=rV5unB5N1KgsIFynVKit0g==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,17,0
537548/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=4ZpXUjoNTHWY9ify9vcNMQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,96,0
540476/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=jzLIXRsgqf5UaSOQtVf1Ng==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,12,0
542284/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=QmBycCKdYUJfAS6j/ILQ6g==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,13,0
543043/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=FgoaRtsBOGSMTwdEjkPYBw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=4,13,0
600379/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ELMWGsOlaHXn0_PLUS_GGXGxNEQ==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=5,11,0
600648/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ac/mLztXJA7Z31rxr41laQ==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=5,96,0
603441/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=WNrGalG4UTugvO5Cd2JQfQ==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=5,41,0
605216/2021,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=usbc4ZJjVLhWPhMovpA51Q==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=5,14,0
605612/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=WDPXfc3V6KIYuvaqK677BA==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=5,4,0
614122/2016,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=zwYHXWajYZvHsZz8pBoNyg==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=5,7,0
614280/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=0HmUVbQwQkqd5KNssb27yw==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=5,11,0
616858/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Rfgh93/_PLUS_8AqivTYst76dHA==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=5,33,0
63635/2012,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Isz1Z5c8tGKw7WHMoff76w==&display=all&courtType=Westchester County Supreme Court&resultsPageNum=5,18,0
650046/2011,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ujSXkUgAc_PLUS_CQDWFOtSyabQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=5,571,0
650310/2011,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=HlKDC0dsav6cFfBKwbznsQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=5,1,0
650992/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=I3uqIjGmRZJ/FeRLo//UXw==&display=all&courtType=New York County Supreme Court&resultsPageNum=5,59,0
651122/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ZwI2tpgUtjsJxHn4T8Z9tg==&display=all&courtType=New York County Supreme Court&resultsPageNum=5,15,0
651973/2012,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=s_PLUS_HP6X4zjIkZW8udT75EHw==&display=all&courtType=New York County Supreme Court&resultsPageNum=5,22,0
