case_number,lawsuit_url,documents_listed_count,documents_with_gcs_url
090446/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=4WPMBgBkAdDAo7oZo/lLFg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090473/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ZK_PLUS_qr2dV2EpMYifz6GTuzw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090490/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=55TJ8NPao_PLUS_gJGCRjfQAlVw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,3,0
090533/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=AsGWot40Zbydt933kso/rw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090614/2009,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=wa76_PLUS_Wf73XGNRPzwwlfNww==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090641/2012,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=6GAXrq9eum6gym7ZCWlumw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090675/2010,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=84BnLxo8CEB/LDHt6OdCaw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090718/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=8i2wmghbAoGIPor4t_PLUS_wF8g==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090722/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=4mBYoZr2ACPWVf6XSwfN0w==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090725/2008,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=_PLUS__PLUS_oUzz_PLUS_fN4Ep6QyFIfCROQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090769/2011,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=xfU1gQz7UQB2W3S_PLUS_U3jaxw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090789/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=wgFeF9fBYFvUeFI7NbbDvQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090791/2008,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=o2KXks5VSvtg/6eB6jTiJw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090835/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=WZGB4db3iBYjkc3GGf/jIA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090839/2008,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=fkhCOpYs18ulLUL6KJjduA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090867/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=7LFaidC851EPBUkLE7D2bg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090899/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=LFX7wgKZ3iCR9QPgcNHB_PLUS_w==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090915/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=iPpy4O2IgHzw2pdfvJdVSQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090917/2021,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=vi01g38HAEesrvNWQskOtA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090999/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=tfvUN/DVtSuCxsEkgUdONg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
091013/2011,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=qEPgYw7OsoebJCp9RjZYLA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091045/2020,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=eGBbRQ3irnIvlaJdRWGRTg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091048/2009,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=3gVEHuD6VmRxe/Z8w_PLUS_cNsw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091049/2008,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=kXTFC38NnrBWcafcOLPlfg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091079/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Dqe72KL18k4fNodS5qf5Aw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091110/2020,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=35/wjJKeXoG5LwBACszCqA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091116/2021,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NxFam0IlY5SZlAGYMJ6MGw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091122/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=r0nro91XZzMbjBI1TVehgw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091171/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=UPqGvNbhmweTmdVsNdc7tw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091193/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=syMuDx/DbVz0X/Diq9y9gA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091312/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=oSUdQpbe8Z9NKizpcg2vvw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091313/2011,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=FEp/xNq_PLUS_RTpO8B4m5otoqA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091320/2020,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=qfTfZaBtKMXsOcikhYF7Dg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091453/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=FaBmCI72z1cIKAJTL_PLUS_F9_PLUS_A==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091477/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=gMX4qMrQO2QfkKiEKuy5EQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091487/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=wsPjwasrR5ZAbkItSjLgAQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091499/2008,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=_PLUS_Q/otKA9t7FHnuyTQs_PLUS_lFQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091526/2009,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=QP4B92qCS5O/Y3ry8t0LBQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091579/2008,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=jKNXY2yBxf8ic21ZLhZ13g==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091591/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=S4SrcEjE85dOlggftA7m2w==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091635/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=O9HTF_PLUS_DW/SHbwC8D1Ye4HQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091647/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=cYlQtiZ_PLUS_N88nL/OhGMddnQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,3,0
091664/2008,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=yVkcsUPVpyP72j/9qPEmVQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091734/2009,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=S0W/Wc_PLUS_PgTT7JLjLP0iyaQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091740/2008,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=S0ymidPuw9H6cJvP9h0nQA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=16,2,0
091838/2008,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=WdcjLePpSYN6k3wOxW211A==&display=all&courtType=Kings County Supreme Court&resultsPageNum=17,2,0
091870/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=AZU6j25iZ/5gwBgyMftK3Q==&display=all&courtType=Kings County Supreme Court&resultsPageNum=17,2,0
091950/2021,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=OPtOJmp2POa0Wh8lIBijBA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=17,3,0
092076/2009,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=VUoXPDqabYUgOl//8thdOA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=17,2,0
092318/2009,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=JFy5CU6RbMSTbSnFtfLNQA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=17,2,0
092730/2009,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=94NKL4Qf3Yi4ezAPyqHixw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=17,2,0
092948/2021,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=6Nw4_PLUS_qf28jjYanycnghX3w==&display=all&courtType=Kings County Supreme Court&resultsPageNum=17,2,0
100061/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=vMKzGMCAsE5V_PLUS_mjKhTCqFQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=17,1,0
100297/2021,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ntMF_PLUS_mCYARICkfQ3mVQWmQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=17,1,0
100300/2006,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=2j1Oowcvc6KYiIlSxQpgiw==&display=all&courtType=New York County Supreme Court&resultsPageNum=17,16,0
100386/2012,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=RZ_PLUS_4DfLn6/Z5nePOQWPWEA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=17,2,0
100394/2004,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=xnMd2eJ7LL2J8dul8zcE2w==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=17,1,0
100451/2006,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=fdORy/_PLUS_1p0MGsnooCjAfKg==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=17,1,0
100571/2019,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=UI7ex/NHURCZwe0rUSE9iw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=17,1,0
100592/2009,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=pxKJHN5jSWq/6lbbcEAnYw==&display=all&courtType=New York County Supreme Court&resultsPageNum=17,6,0
100632/2012,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=VgC5953RY1uJnoC2DzTY8Q==&display=all&courtType=New York County Supreme Court&resultsPageNum=17,53,0
100661/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=QCxVKLkmpMdQFAPuASz6Eg==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=17,2,0
100684/2010,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=gECJIn_PLUS_PPkHxTZZOEQwyog==&display=all&courtType=New York County Supreme Court&resultsPageNum=17,80,0
100725/2009,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=pa/ZTt64qB6nnjjSMK18iw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=17,1,0
100806/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=hcH1PlzTd2qxvpgHuQ2v_PLUS_A==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=17,1,0
100911/2004,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Yj7XIGH0Dc0L9eHDN_PLUS_MJxA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=17,1,0
101133/2021,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=wheLVQ4cDdCrmHoY1rVnhA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=17,1,0
101230/2007,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=gd4paPbVnORr0iX4FT/Jbg==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=17,4,0
101263/2019,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=1xQO0rC2U3a9r4qBtcZ8DA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=17,1,0
101290/2016,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=WZieegFXYGoGb8oF2kYWiQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=17,1,0
101356/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ifvM/4/DsgcptwuFZCC2AA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,1,0
101370/2008,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=czlhDVy8kNfWDudJpIcmiw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,1,0
101751/2019,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=1uQf/xXZhYWB27MNMsjA_PLUS_A==&display=all&courtType=New York County Supreme Court&resultsPageNum=18,10,0
101780/2010,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=d9E33KN3_PLUS_3zbSANC0WhbWQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,1,0
101981/2007,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=BInBA5x6VaywmqKCTVnFEg==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,1,0
102043/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=iHb273SLrlORoxeGobRVrQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,2,0
102130/2005,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=0oQjYjvbF/PBcmSu3raNSA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,1,0
102144/2011,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=6A7NgzC2omCgbG0liPszVA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,1,0
102215/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NzsEmQ_PLUS_LQzKI011T1sm5IQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,1,0
102235/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=H_PLUS_Y2A6mBVXuHN3kb0PenjQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,1,0
102285/2005,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=lXXx1Ytm/YzuqFS6J4f69Q==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,1,0
102378/2007,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=55lF9d6POfxPTq2zO3xGXg==&display=all&courtType=New York County Supreme Court&resultsPageNum=18,104,0
102395/2015,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bXXGj7z91f6XXcq9KW224Q==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,2,0
102401/2015,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=rZ/OnO6pIh/j6D00r4SCIw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,8,0
102444/2008,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=9AlGKCacMkyu5wkFt2Jk3g==&display=all&courtType=New York County Supreme Court&resultsPageNum=18,26,0
102476/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=CSnpyEhHC1ekoPyjF9q6LQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,1,0
102945/2011,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=amN/5yHIlrr53JhPfE1S2Q==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,1,0
102956/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Pxddz_PLUS_5ECCCAmvifxjnPjA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,1,0
103002/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=BpYmH6q/v65OfWWEmf2GHA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,1,0
103094/2012,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=0cCWSZDisoOoqSmFG41SBA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,1,0
103104/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ttydTtaUnPDouma_PLUS_g/BfNg==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,1,0
103129/2020,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ljw3jvbULK8wHBLGymNNFQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,1,0
103244/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=z5F2BlT9qZK2uD5fo/gRaQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,3,0
103481/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Joy1vq59wjmFA9wlU2OiRA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,1,0
103551/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=qc_PLUS_Om_PLUS_39M4hVBj1iCqYyBA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=18,1,0
103649/2008,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=c6MjE2NCQVCf_PLUS_nRm4LWlzg==&display=all&courtType=New York County Supreme Court&resultsPageNum=19,28,0
103939/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=b7qUdqtLtsjVkc9KZTIDkQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=19,3,0
104054/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=2NcxZbtTuJzUWmAuFwUk5A==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=19,1,0
104146/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=8HDsGx5qcYkwVsoeLjgRSw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=19,1,0
104156/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=91MnWvW2vPxa2IfywmbQRA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=19,1,0
104375/2011,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=y4At0lqYXYYj4QDzn6vXhw==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,58,0
104826/2005,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=C1akq_PLUS_onUA6wrXavMmjQQg==&display=all&courtType=New York County Supreme Court&resultsPageNum=19,44,0
106419/2005,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=B302Ny5wK2WXDNQVm244XA==&display=all&courtType=New York County Supreme Court&resultsPageNum=19,40,0
107155/2004,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Cu49zREZOtd7/8x4YuQ0_PLUS_w==&display=all&courtType=New York County Supreme Court&resultsPageNum=19,23,0
107898/2009,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=VrkbPlUbj5snsAlrC0nMuA==&display=all&courtType=New York County Supreme Court&resultsPageNum=19,67,0
108522/2008,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=JbIuie7HpwQLyt55i9EG7A==&display=all&courtType=New York County Supreme Court&resultsPageNum=19,44,0
109013/2010,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=VowVST_PLUS_ZbjUEHTNgniTH4w==&display=all&courtType=New York County Supreme Court&resultsPageNum=19,22,0
109165/2006,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=emXJPhpo78NXdtroWAOB8g==&display=all&courtType=New York County Supreme Court&resultsPageNum=19,135,0
11133/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=UwcZezgs7nN2FGv5x8IzyA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=19,144,0
111338/2008,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=WI5NzdLhh7p6WPUbc4OdPQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=19,20,0
112124/2009,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=buxmBX2KRCtddiXA4ptYhw==&display=all&courtType=New York County Supreme Court&resultsPageNum=19,4,0
112533/2005,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=5BCF0JLZU6woyGCPg5pJgw==&display=all&courtType=New York County Supreme Court&resultsPageNum=19,17,0
112657/2010,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=IQwURNRlxcbKpA0PSAitoQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=19,10,0
