case,case_id,docket_id,case_docket_page_link,case_found_by_crawl,case_scraped_rows,case_docs_on_gcs,document_id,document_name,document_status,filed_create,filed_received,document_link,document_confirmation_link,sql_query
case_43386,713509/2022,qpCAS0jWnEAVWdIV7FVvhQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=qpCAS0jWnEAVWdIV7FVvhQ==&display=all&courtType=Queens County Supreme Court&resultsPageNum=2,151,151,150,1232740,PROOF OF SERVICE,Processed,01/05/2023,01/05/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=ZoogjQtUw_PLUS_7ySXd2L2CmLQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=ZoogjQtUw_PLUS_7ySXd2L2CmLQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'qpCAS0jWnEAVWdIV7FVvhQ==' ORDER BY id;"
case_43387,713515/2022,T31aDoU0FxKlT_PLUS_PNoxlCyA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=T31aDoU0FxKlT_PLUS_PNoxlCyA==&display=all&courtType=Queens County Supreme Court&resultsPageNum=2,117,117,115,1232833,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,07/18/2022,07/18/2022,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=PRbjbgYFP_PLUS_M5OBQIgWcC1g==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=PRbjbgYFP_PLUS_M5OBQIgWcC1g==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'T31aDoU0FxKlT_PLUS_PNoxlCyA==' ORDER BY id;"
case_43387,713515/2022,T31aDoU0FxKlT_PLUS_PNoxlCyA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=T31aDoU0FxKlT_PLUS_PNoxlCyA==&display=all&courtType=Queens County Supreme Court&resultsPageNum=2,117,117,115,1232847,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,08/09/2022,08/09/2022,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=NkbPm2h_PLUS_xNrgThWtzIOC1g==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=NkbPm2h_PLUS_xNrgThWtzIOC1g==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'T31aDoU0FxKlT_PLUS_PNoxlCyA==' ORDER BY id;"
case_43478,156337/2020,W0aFQ17JstZ7RuSzNpMxsg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=W0aFQ17JstZ7RuSzNpMxsg==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,121,121,114,1234160,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,10/15/2020,10/15/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=r5RGeqq1GoQKfLGHdkMl0w==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=r5RGeqq1GoQKfLGHdkMl0w==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'W0aFQ17JstZ7RuSzNpMxsg==' ORDER BY id;"
case_43478,156337/2020,W0aFQ17JstZ7RuSzNpMxsg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=W0aFQ17JstZ7RuSzNpMxsg==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,121,121,114,1234161,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,10/15/2020,10/15/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=DTjzQc3Vvtn52bBQDkgy9Q==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=DTjzQc3Vvtn52bBQDkgy9Q==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'W0aFQ17JstZ7RuSzNpMxsg==' ORDER BY id;"
case_43478,156337/2020,W0aFQ17JstZ7RuSzNpMxsg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=W0aFQ17JstZ7RuSzNpMxsg==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,121,121,114,1234165,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,10/15/2020,10/15/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=HNb2geQXJJe_PLUS_OdJXdxqifw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=HNb2geQXJJe_PLUS_OdJXdxqifw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'W0aFQ17JstZ7RuSzNpMxsg==' ORDER BY id;"
case_43478,156337/2020,W0aFQ17JstZ7RuSzNpMxsg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=W0aFQ17JstZ7RuSzNpMxsg==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,121,121,114,1234171,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,10/15/2020,10/15/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=dP9bwFCSOH3IeYr/1m7eSQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=dP9bwFCSOH3IeYr/1m7eSQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'W0aFQ17JstZ7RuSzNpMxsg==' ORDER BY id;"
case_43478,156337/2020,W0aFQ17JstZ7RuSzNpMxsg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=W0aFQ17JstZ7RuSzNpMxsg==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,121,121,114,1234179,ANSWER WITH COUNTER-CLAIM(S),Processed,12/04/2020,12/04/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=zHYq12YerbfgTdi8wLgM2Q==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=zHYq12YerbfgTdi8wLgM2Q==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'W0aFQ17JstZ7RuSzNpMxsg==' ORDER BY id;"
case_43478,156337/2020,W0aFQ17JstZ7RuSzNpMxsg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=W0aFQ17JstZ7RuSzNpMxsg==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,121,121,114,1234181,NOTICE OF REJECTION,Processed,12/10/2020,12/10/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=B/SfeK2FEKtbtd4jgAnMhA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=B/SfeK2FEKtbtd4jgAnMhA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'W0aFQ17JstZ7RuSzNpMxsg==' ORDER BY id;"
case_43478,156337/2020,W0aFQ17JstZ7RuSzNpMxsg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=W0aFQ17JstZ7RuSzNpMxsg==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,121,121,114,1234189,EXHIBIT(S),Processed,05/27/2021,05/27/2021,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=pTACxNGgRMIcteAowuaWjg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=pTACxNGgRMIcteAowuaWjg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'W0aFQ17JstZ7RuSzNpMxsg==' ORDER BY id;"
case_43480,157813/2023,eHoBzSpfq3anN8d8CFFCxA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=eHoBzSpfq3anN8d8CFFCxA==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,170,170,165,1234271,AFFIDAVIT,Processed,11/03/2023,11/03/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=u5ODpq1FM1H7gpZITT5fqw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=u5ODpq1FM1H7gpZITT5fqw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'eHoBzSpfq3anN8d8CFFCxA==' ORDER BY id;"
case_43480,157813/2023,eHoBzSpfq3anN8d8CFFCxA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=eHoBzSpfq3anN8d8CFFCxA==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,170,170,165,1234285,AFFIDAVIT,Processed,11/03/2023,11/03/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=vFUmSAvNNO_PLUS_ilAaPRV98Dg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=vFUmSAvNNO_PLUS_ilAaPRV98Dg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'eHoBzSpfq3anN8d8CFFCxA==' ORDER BY id;"
case_43480,157813/2023,eHoBzSpfq3anN8d8CFFCxA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=eHoBzSpfq3anN8d8CFFCxA==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,170,170,165,1234295,AFFIDAVIT,Processed,11/03/2023,11/03/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=UaKkDocCcBEDWAlQxC3yvw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=UaKkDocCcBEDWAlQxC3yvw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'eHoBzSpfq3anN8d8CFFCxA==' ORDER BY id;"
case_43480,157813/2023,eHoBzSpfq3anN8d8CFFCxA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=eHoBzSpfq3anN8d8CFFCxA==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,170,170,165,1234296,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,11/03/2023,11/03/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=0QtQkEFJz0Wn_PLUS_3XtdMlcKA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=0QtQkEFJz0Wn_PLUS_3XtdMlcKA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'eHoBzSpfq3anN8d8CFFCxA==' ORDER BY id;"
case_43480,157813/2023,eHoBzSpfq3anN8d8CFFCxA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=eHoBzSpfq3anN8d8CFFCxA==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,170,170,165,1234380,EXHIBIT(S),Processed,09/30/2024,09/30/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=YSFgoiwHbdvWZuVn9VmUJw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=YSFgoiwHbdvWZuVn9VmUJw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'eHoBzSpfq3anN8d8CFFCxA==' ORDER BY id;"
case_43497,59883/2016,jAgivU73Lw3TAiiIdFJdeg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=jAgivU73Lw3TAiiIdFJdeg==&display=all&courtType=Westchester County Supreme Court&resultsPageNum=2,52,52,49,1235006,NOTICE TO TAKE DEPOSITION,Processed,10/05/2016,10/05/2016,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=/1kP9zjV9AxvR2Z1XLZVxg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=/1kP9zjV9AxvR2Z1XLZVxg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'jAgivU73Lw3TAiiIdFJdeg==' ORDER BY id;"
case_43497,59883/2016,jAgivU73Lw3TAiiIdFJdeg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=jAgivU73Lw3TAiiIdFJdeg==&display=all&courtType=Westchester County Supreme Court&resultsPageNum=2,52,52,49,1235008,NOTICE OF DISCOVERY AND INSPECTION,Processed,10/05/2016,10/05/2016,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=7Jl8oQ7SpOu9_PLUS_rBr9nbe3A==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=7Jl8oQ7SpOu9_PLUS_rBr9nbe3A==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'jAgivU73Lw3TAiiIdFJdeg==' ORDER BY id;"
case_43497,59883/2016,jAgivU73Lw3TAiiIdFJdeg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=jAgivU73Lw3TAiiIdFJdeg==&display=all&courtType=Westchester County Supreme Court&resultsPageNum=2,52,52,49,1235009,DEMAND FOR:,Processed,10/05/2016,10/05/2016,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=KLb6XRxTSNeXeM8GmXyI5g==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=KLb6XRxTSNeXeM8GmXyI5g==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'jAgivU73Lw3TAiiIdFJdeg==' ORDER BY id;"
case_43499,602133/2009,30U_PLUS_wULuZAtMlnJVC5ppyA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=30U_PLUS_wULuZAtMlnJVC5ppyA==&display=all&courtType=New York County Supreme Court&resultsPageNum=2,68,68,67,1235119,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,09/07/2010,09/07/2010,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=VywF1ZYSjGpejAPK3VksEQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=VywF1ZYSjGpejAPK3VksEQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '30U_PLUS_wULuZAtMlnJVC5ppyA==' ORDER BY id;"
case_43500,602687/2023,BUcWh/18eIvUOzFExKtoiQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=BUcWh/18eIvUOzFExKtoiQ==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=2,99,99,98,1235143,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,06/06/2023,06/06/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=pnDlMmMgxJhaPbmydNPCLg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=pnDlMmMgxJhaPbmydNPCLg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'BUcWh/18eIvUOzFExKtoiQ==' ORDER BY id;"
case_43501,604143/2020,x_PLUS_A3S9AatXfNP6ClDF4SIQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=x_PLUS_A3S9AatXfNP6ClDF4SIQ==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=2,43,43,42,1235232,PROOF OF SERVICE,Processed,04/14/2020,04/14/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=CNIiU6VF0e0cwrtdxDTq2Q==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=CNIiU6VF0e0cwrtdxDTq2Q==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'x_PLUS_A3S9AatXfNP6ClDF4SIQ==' ORDER BY id;"
case_43504,607989/2018,DAr6FtMrN6TX_PLUS_cofTNLfEw==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=DAr6FtMrN6TX_PLUS_cofTNLfEw==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=2,141,141,138,1235334,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,07/20/2018,07/20/2018,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=K34PbW4jqFjJPrksUpO9JQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=K34PbW4jqFjJPrksUpO9JQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'DAr6FtMrN6TX_PLUS_cofTNLfEw==' ORDER BY id;"
case_43504,607989/2018,DAr6FtMrN6TX_PLUS_cofTNLfEw==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=DAr6FtMrN6TX_PLUS_cofTNLfEw==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=2,141,141,138,1235335,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,07/20/2018,07/20/2018,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=gmIC7TABelAvLe4auqFN0w==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=gmIC7TABelAvLe4auqFN0w==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'DAr6FtMrN6TX_PLUS_cofTNLfEw==' ORDER BY id;"
case_43504,607989/2018,DAr6FtMrN6TX_PLUS_cofTNLfEw==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=DAr6FtMrN6TX_PLUS_cofTNLfEw==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=2,141,141,138,1235337,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,07/20/2018,07/20/2018,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=8xIfN/H57tSWbXMGhA5VoQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=8xIfN/H57tSWbXMGhA5VoQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'DAr6FtMrN6TX_PLUS_cofTNLfEw==' ORDER BY id;"
case_43505,608292/2023,TEpN5u9LNQpkpZFAhvJoNQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=TEpN5u9LNQpkpZFAhvJoNQ==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=2,199,199,192,1235628,EXHIBIT(S),Processed,03/28/2025,03/28/2025,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=BKzZIjLegqVqPX5ogiNEPw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=BKzZIjLegqVqPX5ogiNEPw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'TEpN5u9LNQpkpZFAhvJoNQ==' ORDER BY id;"
case_43505,608292/2023,TEpN5u9LNQpkpZFAhvJoNQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=TEpN5u9LNQpkpZFAhvJoNQ==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=2,199,199,192,1235633,EXHIBIT(S),Processed,04/17/2025,04/17/2025,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=WxSIFg_PLUS_7iD2BymRhZiWuug==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=WxSIFg_PLUS_7iD2BymRhZiWuug==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'TEpN5u9LNQpkpZFAhvJoNQ==' ORDER BY id;"
case_43505,608292/2023,TEpN5u9LNQpkpZFAhvJoNQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=TEpN5u9LNQpkpZFAhvJoNQ==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=2,199,199,192,1235637,EXHIBIT(S),Processed,04/17/2025,04/17/2025,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=ZTXgtIINGuufGsNoo5MZpg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=ZTXgtIINGuufGsNoo5MZpg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'TEpN5u9LNQpkpZFAhvJoNQ==' ORDER BY id;"
case_43505,608292/2023,TEpN5u9LNQpkpZFAhvJoNQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=TEpN5u9LNQpkpZFAhvJoNQ==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=2,199,199,192,1235638,STATEMENT OF MATERIAL FACTS,Processed,04/17/2025,04/17/2025,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=fCMeuhCrmjrOgtDHBU_PLUS__PLUS__PLUS_A==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=fCMeuhCrmjrOgtDHBU_PLUS__PLUS__PLUS_A==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'TEpN5u9LNQpkpZFAhvJoNQ==' ORDER BY id;"
case_43505,608292/2023,TEpN5u9LNQpkpZFAhvJoNQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=TEpN5u9LNQpkpZFAhvJoNQ==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=2,199,199,192,1235640,AFFIDAVIT OR AFFIRMATION IN OPPOSITION TO MOTION,Processed,04/23/2025,04/23/2025,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=D3G7N1MctKAxBzU_PLUS_k/o4Sg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=D3G7N1MctKAxBzU_PLUS_k/o4Sg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'TEpN5u9LNQpkpZFAhvJoNQ==' ORDER BY id;"
case_43505,608292/2023,TEpN5u9LNQpkpZFAhvJoNQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=TEpN5u9LNQpkpZFAhvJoNQ==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=2,199,199,192,1235641,STIPULATION - SO ORDERED,Processed,06/19/2025,06/17/2025,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=kTOWfQOVvC5LuaNPgCb_PLUS_kA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=kTOWfQOVvC5LuaNPgCb_PLUS_kA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'TEpN5u9LNQpkpZFAhvJoNQ==' ORDER BY id;"
case_43505,608292/2023,TEpN5u9LNQpkpZFAhvJoNQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=TEpN5u9LNQpkpZFAhvJoNQ==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=2,199,199,192,1235645,NOTICE OF ENTRY,Processed,07/25/2025,07/25/2025,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=x4W40JK_PLUS_V7_PLUS_FUn9IBYCkSA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=x4W40JK_PLUS_V7_PLUS_FUn9IBYCkSA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'TEpN5u9LNQpkpZFAhvJoNQ==' ORDER BY id;"
case_43510,610316/2018,UClJYbGH9jepAAaiEVl/Vg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=UClJYbGH9jepAAaiEVl/Vg==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=2,236,236,234,1235990,EXHIBIT(S),Processed,08/07/2019,08/07/2019,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=bS3gHgCxUQihD01CjyZeBQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=bS3gHgCxUQihD01CjyZeBQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'UClJYbGH9jepAAaiEVl/Vg==' ORDER BY id;"
case_43510,610316/2018,UClJYbGH9jepAAaiEVl/Vg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=UClJYbGH9jepAAaiEVl/Vg==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=2,236,236,234,1235991,EXHIBIT(S),Processed,08/07/2019,08/07/2019,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=mPEqpWaeLsXX7clvxJ8mzw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=mPEqpWaeLsXX7clvxJ8mzw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'UClJYbGH9jepAAaiEVl/Vg==' ORDER BY id;"
case_43524,652105/2012,TBVBfVqqjeoDF9vdnZK_PLUS_8Q==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=TBVBfVqqjeoDF9vdnZK_PLUS_8Q==&display=all&courtType=New York County Supreme Court&resultsPageNum=3,26,26,25,1236690,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,05/10/2013,05/10/2013,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=3LZkbkGC25y45fGfbncz7g==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=3LZkbkGC25y45fGfbncz7g==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'TBVBfVqqjeoDF9vdnZK_PLUS_8Q==' ORDER BY id;"
