case,case_id,docket_id,case_docket_page_link,case_found_by_crawl,case_scraped_rows,case_docs_on_gcs,document_id,document_name,document_status,filed_create,filed_received,document_link,document_confirmation_link,sql_query
case_17497,627916/2024,ShQFbljUR_PLUS_wtyrujHZNOgA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ShQFbljUR_PLUS_wtyrujHZNOgA==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=15,154,154,151,858455,AFFIDAVIT OR AFFIRMATION IN REPLY,Processed,08/07/2026,08/07/2026,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=wDvjogDgazJcgvaPxWVQOQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=wDvjogDgazJcgvaPxWVQOQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'ShQFbljUR_PLUS_wtyrujHZNOgA==' ORDER BY id;"
case_17498,629080/2024,iGwkz6jpt/gVxTmNHEzufQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=iGwkz6jpt/gVxTmNHEzufQ==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=15,60,60,59,858496,NOTICE OF ENTRY,Processed,11/14/2025,11/14/2025,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=dBOqlDM0Jf/CtI_PLUS_iiJ5msg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=dBOqlDM0Jf/CtI_PLUS_iiJ5msg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'iGwkz6jpt/gVxTmNHEzufQ==' ORDER BY id;"
case_17526,653273/2013,Uaf5GXkLJcQ3BPGHN1FQEA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Uaf5GXkLJcQ3BPGHN1FQEA==&display=all&courtType=New York County Supreme Court&resultsPageNum=16,561,561,560,859403,ORDER - COMPLIANCE CONFERENCE,Processed,09/20/2018,09/20/2018,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=5jz8QaSc/35pbGKuARimmw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=5jz8QaSc/35pbGKuARimmw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'Uaf5GXkLJcQ3BPGHN1FQEA==' ORDER BY id;"
case_17634,E142456/2010,JHyAUq6mTf1VbxiYmju7Kg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=JHyAUq6mTf1VbxiYmju7Kg==&display=all&courtType=Niagara County Supreme Court&resultsPageNum=21,155,155,154,864939,OTHER COURT FILED DOCUMENT,Processed,01/19/2022,07/31/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=pExRxyyVKA2s3Xol_PLUS_yQeig==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=pExRxyyVKA2s3Xol_PLUS_yQeig==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'JHyAUq6mTf1VbxiYmju7Kg==' ORDER BY id;"
case_19400,008927/2015,MRybf4yjomnYMBNkJbGR7g==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MRybf4yjomnYMBNkJbGR7g==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=10,156,156,155,900813,EXHIBIT(S),Processed,11/29/2022,11/29/2022,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=pqo5ieZkUumZymdoxzAsJA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=pqo5ieZkUumZymdoxzAsJA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'MRybf4yjomnYMBNkJbGR7g==' ORDER BY id;"
case_19441,028197/2013,CfX4CVj1Ytro7Vx5XdtsjA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=CfX4CVj1Ytro7Vx5XdtsjA==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=12,13,13,12,902206,LETTER / CORRESPONDENCE TO JUDGE,Processed,08/12/2022,08/12/2022,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=Tkdrtn5VGrIPrtp8OTYoWA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=Tkdrtn5VGrIPrtp8OTYoWA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'CfX4CVj1Ytro7Vx5XdtsjA==' ORDER BY id;"
case_19444,030002/2012,3iqR21fZNFA8jr4njr4Mfg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=3iqR21fZNFA8jr4njr4Mfg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,4,4,3,902254,SUMMONS + COMPLAINT,Processed,01/02/2012,01/02/2012,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=jGahEkM3YU9XpZV/e7Tq7w==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=jGahEkM3YU9XpZV/e7Tq7w==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '3iqR21fZNFA8jr4njr4Mfg==' ORDER BY id;"
case_19692,061510/2014,5X11sL223duh_PLUS_jFL3vWSyQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=5X11sL223duh_PLUS_jFL3vWSyQ==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=22,169,169,168,907286,AFFIRMATION,Processed,05/20/2019,05/20/2019,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=3uJK_PLUS_yPiIU7kwaNFlbLItw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=3uJK_PLUS_yPiIU7kwaNFlbLItw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '5X11sL223duh_PLUS_jFL3vWSyQ==' ORDER BY id;"
case_19833,130115/2013,dl0Hu6trzv_PLUS_JMsQYdiHHew==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=dl0Hu6trzv_PLUS_JMsQYdiHHew==&display=all&courtType=Richmond County Supreme Court&resultsPageNum=28,180,180,178,913213,AFFIDAVIT,Processed,05/25/2022,05/25/2022,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=igqikpqjw2MVXUNnqm5PMw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=igqikpqjw2MVXUNnqm5PMw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'dl0Hu6trzv_PLUS_JMsQYdiHHew==' ORDER BY id;"
case_19833,130115/2013,dl0Hu6trzv_PLUS_JMsQYdiHHew==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=dl0Hu6trzv_PLUS_JMsQYdiHHew==&display=all&courtType=Richmond County Supreme Court&resultsPageNum=28,180,180,178,913236,EXHIBIT(S),Processed,06/28/2022,06/28/2022,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=fbNPFUZ/HD31UaEhD7a1pw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=fbNPFUZ/HD31UaEhD7a1pw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'dl0Hu6trzv_PLUS_JMsQYdiHHew==' ORDER BY id;"
case_20024,157450/2019,I1HwjOQUgh9bioRXwY4GJw==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=I1HwjOQUgh9bioRXwY4GJw==&display=all&courtType=New York County Supreme Court&resultsPageNum=8,65,65,64,920293,DEMAND FOR:,Processed,05/06/2024,05/06/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=raO/HEXjNYwVf2wHlO2KGg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=raO/HEXjNYwVf2wHlO2KGg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'I1HwjOQUgh9bioRXwY4GJw==' ORDER BY id;"
case_20444,718545/2022,4q1eGMLL20g16iGAjng4IA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=4q1eGMLL20g16iGAjng4IA==&display=all&courtType=Queens County Supreme Court&resultsPageNum=15,36,36,35,932565,DEMAND FOR:,Processed,11/04/2022,11/04/2022,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=Iwk6SIyAJRHwJK0M9IcHUw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=Iwk6SIyAJRHwJK0M9IcHUw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '4q1eGMLL20g16iGAjng4IA==' ORDER BY id;"
case_20468,802389/2024E,9xTFr3/dlzdD5oj_PLUS_1xG2ng==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=9xTFr3/dlzdD5oj_PLUS_1xG2ng==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=16,115,115,113,933207,ANSWER,Processed,03/21/2024,03/21/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=d69B/n58iZiLq2SrwYlC7A==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=d69B/n58iZiLq2SrwYlC7A==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '9xTFr3/dlzdD5oj_PLUS_1xG2ng==' ORDER BY id;"
case_20468,802389/2024E,9xTFr3/dlzdD5oj_PLUS_1xG2ng==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=9xTFr3/dlzdD5oj_PLUS_1xG2ng==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=16,115,115,113,933209,STIPULATION - TIME TO ANSWER,Processed,04/08/2024,04/08/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=iwXAkNh_PLUS_v0gYmdxXs8m0JA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=iwXAkNh_PLUS_v0gYmdxXs8m0JA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '9xTFr3/dlzdD5oj_PLUS_1xG2ng==' ORDER BY id;"
case_21129,EF001287-2020,R71EQ2syxoF6hDosJMS9vA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=R71EQ2syxoF6hDosJMS9vA==&display=all&courtType=Orange County Supreme Court&resultsPageNum=19,5,5,4,948028,STIPULATION - DISCONTINUANCE (PRE RJI),Processed,09/02/2020,09/02/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=VMp19HZXTwiLvCISM5ZDmQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=VMp19HZXTwiLvCISM5ZDmQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'R71EQ2syxoF6hDosJMS9vA==' ORDER BY id;"
case_22214,600335/2010,sOpICYNNAGnSvOic0E3E6w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=sOpICYNNAGnSvOic0E3E6w==&display=all&courtType=New York County Supreme Court&resultsPageNum=5,13,13,12,972012,STIPULATION - ADJOURNMENT OF MOTION,Processed,07/13/2010,07/13/2010,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=C2MH/pPmqpQnk2O3lgMrjw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=C2MH/pPmqpQnk2O3lgMrjw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'sOpICYNNAGnSvOic0E3E6w==' ORDER BY id;"
case_22227,765000/2006,YTENWa2zoTGPiVwKArSERQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=YTENWa2zoTGPiVwKArSERQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=8,126,126,124,972177,Letter / Correspondence,Processed,02/23/2010,02/23/2010,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=qclr2iqsIZRs4PTUcWyOaA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=qclr2iqsIZRs4PTUcWyOaA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'YTENWa2zoTGPiVwKArSERQ==' ORDER BY id;"
case_22227,765000/2006,YTENWa2zoTGPiVwKArSERQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=YTENWa2zoTGPiVwKArSERQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=8,126,126,124,972186,EXHIBIT(S),Processed,01/28/2011,01/28/2011,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=dkVBwZbgj20yoJLib_PLUS_WiPQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=dkVBwZbgj20yoJLib_PLUS_WiPQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'YTENWa2zoTGPiVwKArSERQ==' ORDER BY id;"
case_22298,620434/2023,f44XRUSQ/OgUiAQXoqt6jA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=f44XRUSQ/OgUiAQXoqt6jA==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=3,60,60,59,973470,ANSWER,Processed,08/08/2024,08/08/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=x0cq8bAvrzsMb/OmVqjSHA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=x0cq8bAvrzsMb/OmVqjSHA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'f44XRUSQ/OgUiAQXoqt6jA==' ORDER BY id;"
case_22308,800457/2023E,t09b_PLUS_d7KIHHOBgG7at8rwg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=t09b_PLUS_d7KIHHOBgG7at8rwg==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=3,45,45,44,973679,NOTICE OF APPEARANCE (PRE RJI),Processed,02/07/2023,02/07/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=XzQvE003m4KUx8qVxSGTiA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=XzQvE003m4KUx8qVxSGTiA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 't09b_PLUS_d7KIHHOBgG7at8rwg==' ORDER BY id;"
case_22330,524993/2022,1slOOHWMPQrpD_PLUS_gYPY91Bw==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=1slOOHWMPQrpD_PLUS_gYPY91Bw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,127,127,125,973915,EXHIBIT(S),Processed,03/24/2025,03/24/2025,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=BWp2tvVcR5DvT_PLUS_MbkkxpOA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=BWp2tvVcR5DvT_PLUS_MbkkxpOA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '1slOOHWMPQrpD_PLUS_gYPY91Bw==' ORDER BY id;"
case_22330,524993/2022,1slOOHWMPQrpD_PLUS_gYPY91Bw==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=1slOOHWMPQrpD_PLUS_gYPY91Bw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,127,127,125,973916,STIPULATION - ADJOURNMENT OF MOTION,Processed,04/08/2025,04/08/2025,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=lpjh8O8tlTVGaqw0JPcEZw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=lpjh8O8tlTVGaqw0JPcEZw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '1slOOHWMPQrpD_PLUS_gYPY91Bw==' ORDER BY id;"
case_22389,518790/2025,fSQSlpu89N_PLUS_D75fpqJ0HKQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=fSQSlpu89N_PLUS_D75fpqJ0HKQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,34,34,33,975799,EXHIBIT(S),Processed,03/24/2026,03/24/2026,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=_PLUS_JZbPjlUIbMlwBeT26UP4A==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=_PLUS_JZbPjlUIbMlwBeT26UP4A==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'fSQSlpu89N_PLUS_D75fpqJ0HKQ==' ORDER BY id;"
case_22392,605155/2024,Kr/8JbmSKh3qKGuDVEd/4g==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Kr/8JbmSKh3qKGuDVEd/4g==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,111,111,108,975954,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,04/16/2024,04/16/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=6B2AQeDMBgM03xciUujxtg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=6B2AQeDMBgM03xciUujxtg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'Kr/8JbmSKh3qKGuDVEd/4g==' ORDER BY id;"
case_22392,605155/2024,Kr/8JbmSKh3qKGuDVEd/4g==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Kr/8JbmSKh3qKGuDVEd/4g==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,111,111,108,975955,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,04/16/2024,04/16/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=QYwLNEV0RDYxRIrofMtucg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=QYwLNEV0RDYxRIrofMtucg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'Kr/8JbmSKh3qKGuDVEd/4g==' ORDER BY id;"
case_22392,605155/2024,Kr/8JbmSKh3qKGuDVEd/4g==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Kr/8JbmSKh3qKGuDVEd/4g==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,111,111,108,976027,JUDGMENT -TO COURT (PROPOSED),Processed,04/28/2026,04/28/2026,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=D8TOUDnPAvyrdZKH13dlbw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=D8TOUDnPAvyrdZKH13dlbw==&Corrected=Y,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'Kr/8JbmSKh3qKGuDVEd/4g==' ORDER BY id;"
case_23085,850224/2016,FFnyV2SQTaEVZ7onGKRTkw==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=FFnyV2SQTaEVZ7onGKRTkw==&display=all&courtType=New York County Supreme Court&resultsPageNum=13,49,49,48,989537,SUMMONS + COMPLAINT,Processed,11/18/2016,11/18/2016,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=_PLUS_mlxMtIZQTrCqJFCSZLDIw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=_PLUS_mlxMtIZQTrCqJFCSZLDIw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'FFnyV2SQTaEVZ7onGKRTkw==' ORDER BY id;"
case_23131,850245/2013,1A8fEFN97WaZZTWBIUin8A==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=1A8fEFN97WaZZTWBIUin8A==&display=all&courtType=New York County Supreme Court&resultsPageNum=15,55,55,54,990547,AFFIRMATION OF ATTORNEY FEES,Processed,08/20/2018,08/20/2018,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=l0OPyC95QT6tA/CHYJk_PLUS_kA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=l0OPyC95QT6tA/CHYJk_PLUS_kA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '1A8fEFN97WaZZTWBIUin8A==' ORDER BY id;"
case_23132,850245/2018,8Yd9LgTffpzsjN6esomb0g==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=8Yd9LgTffpzsjN6esomb0g==&display=all&courtType=New York County Supreme Court&resultsPageNum=15,47,47,45,990600,EXHIBIT(S),Processed,11/23/2022,11/23/2022,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=8dOqi_PLUS_Mmt9fUAA30rtLEUw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=8dOqi_PLUS_Mmt9fUAA30rtLEUw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '8Yd9LgTffpzsjN6esomb0g==' ORDER BY id;"
